Oct
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
62 59 56
63 60 57
72 66 60
69 65 60
67 60 53
73 64 55
75 66 57
68 63 58
65 58 51
64 56 47
63 55 46
66 60 53
67 60 53
62 55 47
65 55 45
69 61 53
81 72 63
81 74 67
85 75 65
70 66 62
69 63 57
57 52 47
61 53 45
62 55 47
52 48 43
51 45 38
55 48 40
51 47 42
64 52 39
76 65 54
54 49 44
Max Avg Min
56 54 53
59 56 53
59 57 55
59 54 50
53 49 43
56 53 47
58 53 42
64 61 55
63 52 38
37 33 28
47 40 33
54 50 48
56 53 39
39 36 33
47 42 34
56 52 47
60 59 56
63 61 59
63 58 46
63 56 48
67 65 60
56 43 32
42 34 28
47 38 29
35 29 23
28 25 22
53 43 21
53 37 29
50 38 32
59 55 51
51 35 30
Max Avg Min
93 - 78
93 - 78
90 - 57
84 - 55
80 - 45
93 - 38
93 - 40
93 - 76
97 - 51
65 - 27
72 - 46
89 - 56
93 - 55
66 - 39
76 - 43
89 - 57
84 - 51
78 - 54
78 - 37
87 - 56
100 - 84
93 - 52
61 - 39
83 - 32
65 - 38
70 - 33
100 - 40
93 - 49
76 - 46
93 - 54
77 - 41
Max Avg Min
16 - 5
9 - 0
7 - 0
15 - 4
13 - 0
7 - 0
9 - 0
8 - 0
16 - 0
15 - 0
9 - 0
8 - 0
12 - 0
12 - 4
9 - 0
10 - 0
8 - 0
14 - 0
13 - 0
12 - 4
12 - 0
20 - 5
22 - 4
16 - 0
16 - 4
13 - 0
13 - 0
20 - 0
14 - 0
18 - 0
12 - 0
Max Avg Min
30.26 - 30.14
30.14 - 30.02
30.11 - 29.99
30.34 - 30.12
30.37 - 30.27
30.33 - 30.27
30.31 - 30.19
30.17 - 29.99
30.09 - 29.95
30.38 - 30.08
30.48 - 30.4
30.42 - 30.19
30.19 - 30.05
30.39 - 30.2
30.46 - 30.31
30.31 - 30.02
30.02 - 29.86
29.94 - 29.82
30.14 - 29.86
30.15 - 29.98
29.94 - 29.42
29.68 - 29.38
29.89 - 29.69
30.14 - 29.78
30.36 - 30.13
30.45 - 30.36
30.45 - 30
30.22 - 30.01
30.21 - 29.9
29.96 - 29.77
30.31 - 29.97
Max Avg Min
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.23 -
- 0.55 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 1.11 -
- 0.29 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 1.41 -
- 0.00 -
- 0.00 -
- 0.56 -
- 0.00 -
