Nov
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
47 45 42
48 45 41
61 50 39
68 61 53
64 60 56
57 53 48
53 47 40
48 42 36
57 52 46
61 53 44
64 57 49
65 56 47
48 42 36
42 39 35
42 38 33
45 40 35
52 46 40
45 35 24
36 29 22
45 38 31
37 33 28
44 36 28
57 50 43
69 61 53
68 60 51
51 43 34
38 36 34
37 33 29
45 36 27
55 50 45
Max Avg Min
43 38 35
36 25 15
26 23 16
37 27 20
41 36 27
49 46 34
45 34 25
31 26 21
35 32 30
44 35 29
57 52 44
58 52 34
35 30 25
34 24 14
20 17 14
33 23 17
48 41 34
33 9 1
15 7 3
21 16 8
9 8 6
19 13 8
49 27 19
60 55 48
56 35 25
35 32 27
32 30 24
23 17 11
32 16 10
38 33 30
Max Avg Min
83 - 65
76 - 31
59 - 17
39 - 21
55 - 25
93 - 40
86 - 48
64 - 38
65 - 36
66 - 29
87 - 63
93 - 43
85 - 39
92 - 32
56 - 32
57 - 40
93 - 71
65 - 26
47 - 29
47 - 27
42 - 29
46 - 30
77 - 27
93 - 63
68 - 30
92 - 38
89 - 64
69 - 40
58 - 38
62 - 44
Max Avg Min
21 - 0
21 - 5
16 - 4
13 - 0
14 - 0
9 - 0
17 - 0
16 - 0
14 - 0
9 - 0
10 - 0
10 - 0
9 - 0
14 - 4
12 - 0
10 - 0
14 - 0
22 - 5
16 - 0
17 - 4
17 - 0
15 - 0
14 - 0
17 - 0
14 - 0
18 - 4
12 - 0
17 - 0
10 - 0
13 - 0
Max Avg Min
29.88 - 29.77
30.04 - 29.76
30.15 - 30.05
30.17 - 30.02
30.14 - 30
30.11 - 29.6
29.95 - 29.57
30.04 - 29.92
30.02 - 29.9
30.19 - 30.03
30.13 - 29.91
30.08 - 29.87
30.12 - 29.99
30.18 - 29.96
30.37 - 30.19
30.38 - 30.11
30.07 - 29.51
30.1 - 29.6
30.27 - 30.06
30.03 - 29.84
30.51 - 30.04
30.5 - 30.2
30.21 - 29.99
30.01 - 29.57
30.16 - 29.75
30.2 - 29.78
30.06 - 29.85
30.27 - 30.06
30.36 - 30.22
30.2 - 30.07
Max Avg Min
- 0.35 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.37 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.20 -
- 0.06 -
- 0.00 -
- 0.03 -
- 1.54 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.70 -
- 0.00 -
- 1.24 -
- 0.02 -
- 0.00 -
- 0.00 -
- 0.00 -
