Jun
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
Max Avg Min
93 78 66
73 65 57
75 65 57
72 66 60
66 58 50
66 58 51
79 66 53
84 71 60
88 77 66
91 80 71
84 76 71
71 65 59
64 60 57
68 60 55
79 67 55
77 67 57
79 68 60
84 71 60
86 78 69
93 83 75
89 82 75
93 82 71
93 84 75
93 82 72
87 81 75
87 78 69
82 76 69
84 74 64
88 78 68
93 83 73
Max Avg Min
55 52 45
50 45 39
61 56 45
66 62 59
63 53 46
54 50 46
54 50 44
58 56 54
66 58 53
70 68 63
70 67 65
67 61 53
59 56 53
58 55 50
56 52 47
51 46 41
57 52 49
56 54 48
59 56 52
68 64 59
69 67 64
68 63 59
64 60 56
63 60 58
72 69 66
68 66 61
67 64 59
63 57 52
64 61 56
73 70 65
Max Avg Min
63 - 23
60 - 32
94 - 59
100 - 73
100 - 77
94 - 58
89 - 30
83 - 38
73 - 36
94 - 43
88 - 58
90 - 70
97 - 77
100 - 59
90 - 33
77 - 30
75 - 40
83 - 30
57 - 37
69 - 38
76 - 52
82 - 33
64 - 29
64 - 33
89 - 55
88 - 43
87 - 45
90 - 35
75 - 41
82 - 47
Max Avg Min
17 - 4
17 - 0
25 - 4
23 - 0
14 - 4
13 - 4
12 - 0
13 - 0
16 - 4
24 - 0
21 - 6
13 - 5
12 - 0
23 - 0
23 - 5
16 - 5
13 - 0
12 - 0
14 - 6
15 - 4
21 - 0
13 - 0
14 - 4
13 - 0
12 - 0
15 - 6
15 - 0
9 - 0
10 - 0
12 - 4
Max Avg Min
29.8 - 29.65
29.94 - 29.77
29.95 - 29.78
29.98 - 29.75
30.06 - 29.84
30.09 - 30.01
30.16 - 30.02
30.1 - 30.01
30.08 - 29.93
29.96 - 29.85
29.85 - 29.75
29.95 - 29.79
29.93 - 29.79
29.78 - 29.68
29.8 - 29.66
29.88 - 29.79
29.96 - 29.86
30.05 - 29.98
30.16 - 30.06
30.24 - 30.15
30.35 - 30.21
30.27 - 30.09
30.13 - 30.01
30.09 - 29.99
30.08 - 29.96
29.97 - 29.77
29.9 - 29.79
30.04 - 29.89
30.12 - 30.04
30.08 - 30
Max Avg Min
- 0.00 -
- 0.00 -
- 0.14 -
- 0.75 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 1.54 -
- 0.10 -
- 0.00 -
- 0.36 -
- 0.50 -
- 0.00 -
- 0.00 -
- 0.08 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.13 -
- 0.27 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
