Oct
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Max Avg Min
82 76 69
73 68 63
64 62 60
73 65 55
64 56 48
71 60 48
55 49 43
66 56 46
68 57 50
73 62 52
73 63 53
73 62 51
50 44 39
57 46 36
60 50 39
50 44 37
45 41 37
61 50 39
55 47 37
53 42 33
57 48 39
53 46 41
46 44 41
66 24 1
48 44 42
46 44 39
46 41 37
50 46 42
46 44 42
46 44 41
50 42 33
Max Avg Min
66 62 55
65 62 57
61 57 55
69 61 42
46 41 39
52 44 33
37 33 24
38 34 31
53 46 38
55 50 45
56 49 43
60 53 44
43 27 19
28 26 22
42 34 26
40 34 29
40 35 29
53 40 35
39 32 30
34 30 27
37 33 28
38 34 32
40 37 34
40 36 33
45 42 36
45 40 34
36 31 26
38 35 33
35 34 32
37 34 30
36 31 21
Max Avg Min
78 - 52
94 - 73
90 - 77
100 - 53
77 - 41
69 - 37
74 - 30
66 - 27
90 - 50
94 - 38
86 - 38
94 - 61
77 - 32
68 - 26
68 - 46
86 - 46
86 - 60
93 - 51
76 - 48
82 - 39
77 - 42
82 - 47
82 - 63
90 - 61
97 - 76
93 - 63
89 - 49
85 - 54
74 - 63
82 - 54
82 - 52
Max Avg Min
15 - 4
15 - 5
16 - 4
30 - 6
16 - 4
25 - 5
21 - 0
15 - 5
10 - 0
12 - 0
10 - 0
23 - 4
16 - 0
15 - 0
13 - 5
13 - 0
13 - 0
22 - 4
17 - 6
12 - 0
12 - 0
15 - 5
18 - 7
14 - 8
10 - 0
13 - 4
12 - 0
17 - 8
23 - 13
17 - 6
17 - 5
Max Avg Min
29.97 - 29.89
30.03 - 29.95
30.06 - 29.86
29.89 - 29.43
30.19 - 29.94
30.12 - 29.79
30.3 - 30.09
30.22 - 30.07
30.17 - 30.09
30.18 - 30.11
30.15 - 30.05
30.19 - 29.97
30.45 - 30.2
30.43 - 30.04
30.02 - 29.91
30.06 - 29.99
30.04 - 29.95
30.03 - 29.73
30.09 - 29.77
30.17 - 30.08
30.19 - 30.03
30.37 - 30.08
30.44 - 30.34
30.41 - 30.23
30.24 - 29.95
30.2 - 29.96
30.3 - 30.19
30.2 - 30.11
30.1 - 29.98
30.16 - 30.04
30.23 - 30.16
Max Avg Min
- 0.00 -
- 0.20 -
- 0.00 -
- 1.04 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.18 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.04 -
- 0.03 -
- 0.03 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.00 -
- 0.02 -
- 0.05 -
- 0.28 -
- 0.00 -
- 0.00 -
- 0.01 -
- 0.00 -
- 0.00 -
- 0.00 -
